row_id,base_model,variant_id,role,model,barrier_title,explanation,iteration,timestamp,truncated,is_duplicate,attempts,transport_attempts,transport_error,theme,theme_attempts,theme_error,theme_model,theme_temperature,cluster_text,cluster,cluster_prob,primary_category,secondary_category,human_labelled_clusters
gemma3-normative2_05_b3,gemma3:12b,gemma3-normative2,normative,gemma-normative2-enh:latest,Cybersecurity Vulnerabilities,"Increased complexity of DC microgrids and integrated systems expands the attack surface for cybersecurity threats, requiring specialized protection measures.",5,20260505_121738,no,False,2,2,,cybersecurity risk,1,,gpt-5.4-mini,0.2,"Cybersecurity Vulnerabilities. Increased complexity of DC microgrids and integrated systems expands the attack surface for cybersecurity threats, requiring specialized protection measures.",1,0.5180199538853237,technical,policy,Cybersecurity vulnerabilities in DC microgrids
gemma3-normative2_05_b4,gemma3:12b,gemma3-normative2,normative,gemma-normative2-enh:latest,Skilled Workforce Gap,"Insufficiently trained professionals with expertise in DC system design, installation, and maintenance pose a significant barrier to deployment and ongoing operational support.",5,20260505_121738,no,False,2,2,,workforce skills shortage,1,,gpt-5.4-mini,0.2,"Skilled Workforce Gap. Insufficiently trained professionals with expertise in DC system design, installation, and maintenance pose a significant barrier to deployment and ongoing operational support.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-normative2_05_b5,gemma3:12b,gemma3-normative2,normative,gemma-normative2-enh:latest,Retrofit Challenges,"Integrating DC systems into existing AC infrastructure presents significant technical and economic challenges, limiting adoption in brownfield environments.",5,20260505_121738,no,False,2,2,,retrofit complexity,1,,gpt-5.4-mini,0.2,"Retrofit Challenges. Integrating DC systems into existing AC infrastructure presents significant technical and economic challenges, limiting adoption in brownfield environments.",12,0.8947044058503313,technical,general,Retrofit complexity in existing infrastructure
gemma3-subject_matter_05_b1,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Lack of Standardized Component Availability,"Limited availability of readily accessible, certified DC components (beyond basic converters) hinders scalability and increases project costs.",5,20260505_121738,no,False,2,2,,component supply constraints,1,,gpt-5.4-mini,0.2,"Lack of Standardized Component Availability. Limited availability of readily accessible, certified DC components (beyond basic converters) hinders scalability and increases project costs.",11,1.0,technical,general,DC component cost and availability
gemma3-subject_matter_05_b2,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Cybersecurity Integration Complexity,Integrating DC systems with existing OT/IT infrastructure presents unique cybersecurity challenges requiring specialized expertise and potentially new security protocols.,5,20260505_121738,no,False,2,2,,cybersecurity integration challenges,1,,gpt-5.4-mini,0.2,Cybersecurity Integration Complexity. Integrating DC systems with existing OT/IT infrastructure presents unique cybersecurity challenges requiring specialized expertise and potentially new security protocols.,1,0.278986756802301,technical,policy,Cybersecurity vulnerabilities in DC microgrids
gemma3-subject_matter_05_b3,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Contractor Skill Gap,"A shortage of contractors experienced in DC system installation, maintenance, and troubleshooting will delay project timelines and impact quality.",5,20260505_121738,no,False,2,2,,contractor expertise shortage,1,,gpt-5.4-mini,0.2,"Contractor Skill Gap. A shortage of contractors experienced in DC system installation, maintenance, and troubleshooting will delay project timelines and impact quality.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-subject_matter_05_b4,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Liability and Insurance Concerns,"The novelty of DC systems introduces uncertainties regarding liability and insurance coverage, potentially increasing project costs and delaying approvals.",5,20260505_121738,no,False,2,2,,liability and insurance,1,,gpt-5.4-mini,0.2,"Liability and Insurance Concerns. The novelty of DC systems introduces uncertainties regarding liability and insurance coverage, potentially increasing project costs and delaying approvals.",-1,0.0,,,
gemma3-subject_matter_05_b5,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Retrofit Challenges for Existing Infrastructure,"Modifying existing AC infrastructure to accommodate DC systems is often complex, costly, and disruptive, limiting adoption in brownfield environments.",5,20260505_121738,no,False,2,2,,retrofit complexity,1,,gpt-5.4-mini,0.2,"Retrofit Challenges for Existing Infrastructure. Modifying existing AC infrastructure to accommodate DC systems is often complex, costly, and disruptive, limiting adoption in brownfield environments.",12,1.0,technical,general,Retrofit complexity in existing infrastructure
gemma3-subject_matter2_05_b1,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Lack of Standardized DC Safety Practices,Current safety standards are heavily biased towards AC systems. A comprehensive and widely accepted set of DC-specific safety protocols is needed to address unique hazards and ensure safe working practices.,5,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,Lack of Standardized DC Safety Practices. Current safety standards are heavily biased towards AC systems. A comprehensive and widely accepted set of DC-specific safety protocols is needed to address unique hazards and ensure safe working practices.,0,0.9430588291558676,technical,policy,Gap in DC components safety standards 
gemma3-subject_matter2_05_b2,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Limited Availability of Trained Personnel,"There's a significant shortage of engineers, technicians, and installers with expertise in DC power systems, creating a bottleneck for project implementation and maintenance.",5,20260505_121738,no,False,2,2,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Limited Availability of Trained Personnel. There's a significant shortage of engineers, technicians, and installers with expertise in DC power systems, creating a bottleneck for project implementation and maintenance.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-subject_matter2_05_b3,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,DC Component Cost & Scalability,"While DC components are improving, widespread adoption requires further cost reductions and demonstrated scalability to meet the demands of large-scale deployments.",5,20260505_121738,no,False,2,2,,cost and scalability,1,,gpt-5.4-mini,0.2,"DC Component Cost & Scalability. While DC components are improving, widespread adoption requires further cost reductions and demonstrated scalability to meet the demands of large-scale deployments.",11,1.0,technical,general,DC component cost and availability
gemma3-subject_matter2_05_b4,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Interoperability Concerns with Existing AC Infrastructure,Seamless integration of DC systems with existing AC infrastructure presents technical challenges and necessitates robust interface solutions to avoid compatibility issues.,5,20260505_121738,no,False,2,2,,integration compatibility issues,1,,gpt-5.4-mini,0.2,Interoperability Concerns with Existing AC Infrastructure. Seamless integration of DC systems with existing AC infrastructure presents technical challenges and necessitates robust interface solutions to avoid compatibility issues.,13,0.7580380977844157,technical,general,Interoperability challenges with existing AC infrastructure
gemma3-subject_matter2_05_b5,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Cybersecurity Vulnerabilities in DC Microgrids,The increasing complexity of DC microgrids introduces new cybersecurity risks requiring specialized security measures and protocols to protect against malicious attacks.,5,20260505_121738,no,False,2,2,,cybersecurity risks,1,,gpt-5.4-mini,0.2,Cybersecurity Vulnerabilities in DC Microgrids. The increasing complexity of DC microgrids introduces new cybersecurity risks requiring specialized security measures and protocols to protect against malicious attacks.,1,0.5165852158152558,technical,policy,Cybersecurity vulnerabilities in DC microgrids
